IDX,발화자,발화문,카테고리,QA번호,QA여부,감성,인텐트,가격,수량,크기,장소,조직,사람,시간,날짜,상품명,상담번호,상담내순번
58454,c,mri 검사 연말 할인 이벤트는 언제까지 하는 건지 알려주세요.,병원,43222,q,m,행사_날짜_질문,,,,,,,,,mri 검사,43222,1
58455,s,"네, mri 검사 연말 할인 이벤트는 이번 주에 종료됩니다.",병원,43222,a,m,행사_날짜_질문,,,,,,,,,mri 검사,43222,2
58456,c,쌍꺼풀 재수술 받고 싶은데 수험표 할인 지금도 받을 수 있나요?,병원,1048,q,m,행사_날짜_질문,,,,,,,,,쌍꺼풀 재수술,1048,1
58457,s,"네, 재수술도 수험표 할인 받을 수 있어요.",병원,1048,a,m,행사_날짜_질문,,,,,,,,,,1048,2
58458,c,위내시경 수면비 할인 이벤트는 언제까지 인지 알려주세요.,병원,20496,q,m,행사_날짜_질문,,,,,,,,,위내시경,20496,1
58459,s,"네, 위내시경 수면비 할인 이벤트는 내일까지예요.",병원,20496,a,m,행사_날짜_질문,,,,,,,,,위내시경,20496,2
58460,c,올해까지가 쌍꺼풀 수술 할인 행사 기간인가요?,병원,54127,q,m,행사_날짜_질문,,,,,,,,,쌍꺼풀 수술,54127,1
58461,s,"네, 수술비 행사 올해까지만 들어갑니다. ",병원,54127,a,m,행사_날짜_질문,,,,,,,,,,54127,2
58462,c,라식 이벤트 다음 주에 시작될 예정인가요?,병원,36259,q,m,행사_날짜_질문,,,,,,,,,라식,36259,1
58463,s,"네, 다음 주에 시작될 예정이에요.",병원,36259,a,m,행사_날짜_질문,,,,,,,,,,36259,2
58464,c,이 리프팅 패키지 이벤트 다음 달에도 동일하게 계속 하는 거 맞아요?,병원,30860,q,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,30860,1
58465,s,다음 달에도 같은 이벤트 동일하게 계속 하는 거 맞습니다.,병원,30860,a,m,행사_날짜_질문,,,,,,,,,,30860,2
58466,c,언제까지 두피주사 할인 행사 하나요?,병원,33829,q,m,행사_날짜_질문,,,,,,,,,두피주사,33829,1
58467,s,네 이번 주 금요일 까지 행사입니다.,병원,33829,a,m,행사_날짜_질문,,,,,,,,금요일,,33829,2
58468,c,두피주사 할인 행사 기간 알고싶어요.,병원,33837,q,m,행사_날짜_질문,,,,,,,,,두피주사,33837,1
58469,s,네 이번주 중에 끝납니다.,병원,33837,a,m,행사_날짜_질문,,,,,,,,,,33837,2
58470,c,"지난주에 병원 유투브 채널 구독 이벤트에 참여했는데, 행사기간이 맞았나요?",병원,2729,q,m,행사_날짜_질문,,,,,,,,,,2729,1
58471,s,"아니요, 유투브 채널 구독 이벤트는 14일인 이번주부터 진행했습니다.",병원,2729,a,m,행사_날짜_질문,,,,,,,,14일,,2729,2
58472,c,연말까지 애완동물 건강검진 이벤트를 하는 건가요?,병원,15978,q,m,행사_날짜_질문,,,,,,,,,애완동물 건강검진,15978,1
58473,s,"네, 연말까지 애완동물 건강검진 이벤트를 진행해요.",병원,15978,a,m,행사_날짜_질문,,,,,,,,,애완동물 건강검진,15978,2
58474,c,치아교정 할인 이벤트 언제까지 합니까?,병원,10383,q,m,행사_날짜_질문,,,,,,,,,치아교정,10383,1
58475,s,치아교정 할인 이벤트는 이번 주까지 합니다.,병원,10383,a,m,행사_날짜_질문,,,,,,,,,치아교정,10383,2
58476,c,한의원 할인 이벤트 언제까지예요?,병원,11889,q,m,행사_날짜_질문,,,,,,,,,,11889,1
58477,s,네 이번 달 내내 진행해요.,병원,11889,a,m,행사_날짜_질문,,,,,,,,,,11889,2
58478,c,제모 이벤트는 딱 한 달만 진행할 예정인가요?,병원,20370,q,m,행사_날짜_질문,,,,,,,,,제모,20370,1
58479,s,"네, 한 달만 진행할 예정입니다.",병원,20370,a,m,행사_날짜_질문,,,,,,,,,,20370,2
58480,c,건강검진 이벤트 언제 끝나요?,병원,6027,q,m,행사_날짜_질문,,,,,,,,,건강검진,6027,1
58481,s,이번주 금요일에 끝나요.,병원,6027,a,m,행사_날짜_질문,,,,,,,,금요일,,6027,2
58482,c,수험생 대상 체형교정 행사는 12월 말일까지 쭉 진행되는 건가요?,병원,31612,q,m,행사_날짜_질문,,,,,,,,12월,체형교정,31612,1
58483,s,"네, 수험생 대상 체형교정 행사는 12월 말일까지 계속 진행됩니다.",병원,31612,a,m,행사_날짜_질문,,,,,,,,12월,체형교정,31612,2
58484,c,리프팅 패키지 이벤트 내달도 동일하게 진행되는 거 맞아요?,병원,30871,q,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,30871,1
58485,s,"네, 내달도 리프팅 패키지 이벤트 동일하게 진행되는 거 맞아요.",병원,30871,a,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,30871,2
58486,c,슈링크 할인 행사 언제까지 계속되나요?,병원,56393,q,m,행사_날짜_질문,,,,,,,,,슈링크,56393,1
58487,s,여쭤보신 행사는 이번 달까지 계속돼요.,병원,56393,a,m,행사_날짜_질문,,,,,,,,,,56393,2
58488,c,이제 더 피부관리 체험 이벤트는 안 하시는 건가요?,병원,52876,q,m,행사_날짜_질문,,,,,,,,,피부관리,52876,1
58489,s,"네, 지난달에 체험 행사는 종료됐어요.",병원,52876,a,m,행사_날짜_질문,,,,,,,,,,52876,2
58490,c,라섹 할인이벤트 언제까지 하는거에요?,병원,11673,q,m,행사_날짜_질문,,,,,,,,,라섹,11673,1
58491,s,다음달 말일까지 할 예정입니다.,병원,11673,a,m,행사_날짜_질문,,,,,,,,,,11673,2
58492,c,올해 예정된 라식 이벤트 있나요?,병원,36251,q,m,행사_날짜_질문,,,,,,,,,라식,36251,1
58493,s,연말에 이벤트 하나 계획 중이에요.,병원,36251,a,m,행사_날짜_질문,,,,,,,,,,36251,2
58494,c,임플란트 반값 이벤트 언제부터 하는지 안내해 주실 수 있어요?,병원,58028,q,m,행사_날짜_질문,,,,,,,,,임플란트,58028,1
58495,s,문의하신 임플란트 이벤트는 다음 주부터 시작해요.,병원,58028,a,m,행사_날짜_질문,,,,,,,,,임플란트,58028,2
58496,c,수험생 교정 행사 이번달 까지에요?,병원,6185,q,m,행사_날짜_질문,,,,,,,,,교정,6185,1
58497,s,"네, 이번달까지 합니다.",병원,6185,a,m,행사_날짜_질문,,,,,,,,,,6185,2
58498,c,애완동물 건강검진 이벤트는 언제부터 참여할 수 있는 거죠?,병원,15985,q,m,행사_날짜_질문,,,,,,,,,애완동물 건강검진,15985,1
58499,s,애완동물 건강검진 이벤트는 이미 시작했습니다.,병원,15985,a,m,행사_날짜_질문,,,,,,,,,애완동물 건강검진,15985,2
58500,c,소띠 고객 MRI 할인 행사는 30일 동안 진행하는 겁니까?,병원,31593,q,m,행사_날짜_질문,,,,,,,,,MRI,31593,1
58501,s,"예, 소띠 고객 MRI 할인 행사는 12월 30일 동안 진행됩니다.",병원,31593,a,m,행사_날짜_질문,,,,,,,,12월,MRI,31593,2
58502,c,언제까지 건강검진 반값 행사 하죠?,병원,33474,q,m,행사_날짜_질문,,,,,,,,,,33474,1
58503,s,다음주 금요일까지 진행합니다.,병원,33474,a,m,행사_날짜_질문,,,,,,,,금요일,,33474,2
58504,c,치아미백 이벤트 이번 달까지 하는 거 아닙니까?,병원,10403,q,m,행사_날짜_질문,,,,,,,,,치아미백,10403,1
58505,s,치아미백 이벤트는 이번 주까지 합니다.,병원,10403,a,m,행사_날짜_질문,,,,,,,,,치아미백,10403,2
58506,c,수험생 교정 이벤트 진행하는 거 같던데 언제까지 참여할 수 있는 거예요?,병원,44021,q,m,행사_날짜_질문,,,,,,,,,교정,44021,1
58507,s,수능 다음 날부터 시작해서 한 달 동안만 진행하는 이벤트입니다.,병원,44021,a,m,행사_날짜_질문,,,,,,,,,,44021,2
58508,c,쌍꺼풀 수술 할인 이벤트 기간 좀 확인 부탁드립니다.,병원,22199,q,m,행사_날짜_질문,,,,,,,,,쌍꺼풀 수술,22199,1
58509,s,"네, 해당 이벤트 기간은 2월 16일부터 2월 28일까지입니다.",병원,22199,a,m,행사_날짜_질문,,,,,,,,,,22199,2
58510,c,바디 보톡스 할인은 언제까지 와야 받을 수 있나요?,병원,48333,q,m,행사_날짜_질문,,,,,,,,,바디 보톡스,48333,1
58511,s,바디 보톡스 할인 이벤트는 오늘까지만 하고 끝나는 거라 바로 하셔야 해요.,병원,48333,a,m,행사_날짜_질문,,,,,,,,,바디 보톡스,48333,2
58512,c,공진단 추석맞이 할인 하는 건 추석 연휴 때까지만 하는 건가요?,병원,15084,q,m,행사_날짜_질문,,,,,,,,추석,공진단,15084,1
58513,s,"아뇨, 이달 말까지 계속 할인 들어가요.",병원,15084,a,m,행사_날짜_질문,,,,,,,,,,15084,2
58514,c,두피주사 할인 행사 기간이 얼마나 되나요?,병원,33836,q,m,행사_날짜_질문,,,,,,,,,두피주사,33836,1
58515,s,일주일동안 진행합니다.,병원,33836,a,m,행사_날짜_질문,,,,,,,,,,33836,2
58516,c,라식 이벤트 다음 주부터예요?,병원,16973,q,m,행사_날짜_질문,,,,,,,,,라식,16973,1
58517,s,"네, 다음 주부터입니다.",병원,16973,a,m,행사_날짜_질문,,,,,,,,,,16973,2
58518,c,레이저 토닝 겨울 할인 행사 언제 시작하는 지 알려주세요.,병원,44362,q,m,행사_날짜_질문,,,,,,,,,레이저 토닝,44362,1
58519,s,말씀하신 겨울 할인 행사는 11월 9일부터 시작할 예정입니다.,병원,44362,a,m,행사_날짜_질문,,,,,,,,11월 9일,,44362,2
58520,c,치아미백 할인 행사는 언제까지 진행하실 예정이에요?,병원,57622,q,m,행사_날짜_질문,,,,,,,,,치아미백,57622,1
58521,s,문의하신 할인 행사는 이달 말까지 진행할 예정입니다.,병원,57622,a,m,행사_날짜_질문,,,,,,,,,,57622,2
58522,c,피부 건강 이벤트가 시작한 날이 며칠이죠?,병원,46218,q,m,행사_날짜_질문,,,,,,,,,,46218,1
58523,s,17일에 피부 건강 이벤트가 시작했습니다.,병원,46218,a,m,행사_날짜_질문,,,,,,,,17일,,46218,2
58524,c,쌍꺼풀 수술 받고 싶은데 할인 행사 기간 좀 알려주실래요?,병원,44358,q,m,행사_날짜_질문,,,,,,,,,쌍꺼풀 수술,44358,1
58525,s,말씀하신 할인 행사는 2월 1일부터 2월 15일까지 진행됩니다.,병원,44358,a,m,행사_날짜_질문,,,,,,,,,,44358,2
58526,c,올해 라식 이벤트 계획하고 계신가요?,병원,16962,q,m,행사_날짜_질문,,,,,,,,,라식,16962,1
58527,s,연말에 이벤트 하나 계획하고 있어요.,병원,16962,a,m,행사_날짜_질문,,,,,,,,,,16962,2
58528,c,제모 이벤트 한다고 들었는데 언제부터 시작할 예정인지 말씀해 주실 수 있을까요?,병원,58869,q,m,행사_날짜_질문,,,,,,,,,제모,58869,1
58529,s,문의하신 이벤트는 다음 주부터 시작할 예정입니다.,병원,58869,a,m,행사_날짜_질문,,,,,,,,,,58869,2
58530,c,치아교정 할인 이벤트 언제까지 하는 거예요?,병원,10385,q,m,행사_날짜_질문,,,,,,,,,치아교정,10385,1
58531,s,치아교정 할인 이벤트는 이번 주까지 진행해요.,병원,10385,a,m,행사_날짜_질문,,,,,,,,,치아교정,10385,2
58532,c,mri 검사 연말 할인 이벤트는 31일까지만 하는 거예요?,병원,28301,q,m,행사_날짜_질문,,,,,,,,31일,mri 검사,28301,1
58533,s,mri 검사 연말 할인 이벤트는 31일까지만 하는 거 맞습니다.,병원,28301,a,m,행사_날짜_질문,,,,,,,,31일,mri 검사,28301,2
58534,c,광견병 주사 할인 행사 기간 어디서 알아 볼 수 있나요?,병원,58388,q,m,행사_날짜_질문,,,,,,,,,광견병 주사,58388,1
58535,s,"네, 옆에 벽에 붙어있는 안내문 보시면 됩니다.",병원,58388,a,m,행사_날짜_질문,,,,,,,,,,58388,2
58536,c,라식 이벤트 다음 주에 시작해요?,병원,16972,q,m,행사_날짜_질문,,,,,,,,,라식,16972,1
58537,s,"네, 다음 주에 시작합니다.",병원,16972,a,m,행사_날짜_질문,,,,,,,,,,16972,2
58538,c,연말에 라식 이벤트 하실 계획인가요?,병원,36246,q,m,행사_날짜_질문,,,,,,,,,라식,36246,1
58539,s,"아뇨, 지금으로서는 이벤트 진행 계획 없어요.",병원,36246,a,m,행사_날짜_질문,,,,,,,,,,36246,2
58540,c,내일까지 화이트닝 패키지 이벤트 진행되는 거 맞죠?,병원,12931,q,m,행사_날짜_질문,,,,,,,,,화이트닝 패키지,12931,1
58541,s,"네, 내일까지 화이트닝 패키지 이벤트 진행되는 거 맞습니다.",병원,12931,a,m,행사_날짜_질문,,,,,,,,,화이트닝 패키지,12931,2
58542,c,불소도포 반값 할인행사는 지금 진행하고 있는 거죠?,병원,35265,q,m,행사_날짜_질문,,,,,,,,,불소도포,35265,1
58543,s,"네, 지금 문의하신 불소도포 반값 할인행사를 진행하고 있습니다.",병원,35265,a,m,행사_날짜_질문,,,,,,,,,불소도포,35265,2
58544,c,리프팅 패키지 이벤트는 언제까지 하는 거에요?,병원,1951,q,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,1951,1
58545,s,리프팅 패키지 이벤트는 31일까지 하는 거에요.,병원,1951,a,m,행사_날짜_질문,,,,,,,,31일,리프팅 패키지,1951,2
58546,c,지난달부터 애완동물 건강검진 이벤트를 진행했던 거죠?,병원,35275,q,m,행사_날짜_질문,,,,,,,,,,35275,1
58547,s,"네, 애완동물 건강검진 이벤트는 지난달에 진행하기 시작했습니다.",병원,35275,a,m,행사_날짜_질문,,,,,,,,,,35275,2
58548,c,수험생 대상 체형교정 이벤트는 올해까지만 하는 거죠?,병원,2740,q,m,행사_날짜_질문,,,,,,,,,체형교정,2740,1
58549,s,"네, 수험생 대상 체형교정 이벤트는 올해까지만 합니다.",병원,2740,a,m,행사_날짜_질문,,,,,,,,,체형교정,2740,2
58550,c,위내시경 수면비 할인 이벤트는 이번 주까지만 진행하는 거 맞죠?,병원,20500,q,m,행사_날짜_질문,,,,,,,,,위내시경,20500,1
58551,s,"네, 위내시경 수면비 할인 이벤트는 이번 주까지만 진행합니다.",병원,20500,a,m,행사_날짜_질문,,,,,,,,,위내시경,20500,2
58552,c,두피주사 할인 행사 기간이 어떻게 되나요?,병원,6409,q,m,행사_날짜_질문,,,,,,,,,두피주사,6409,1
58553,s,일주일 입니다.,병원,6409,a,m,행사_날짜_질문,,,,,,,,,,6409,2
58554,c,이달 내내 리프팅 이벤트 하시는 거죠?,병원,51778,q,m,행사_날짜_질문,,,,,,,,,리프팅,51778,1
58555,s,"네, 이달 내내 진행하는 거예요.",병원,51778,a,m,행사_날짜_질문,,,,,,,,,,51778,2
58556,c,임플란트 반값 할인행사 오늘부터 하는거에요?,병원,19532,q,m,행사_날짜_질문,,,,,,,,,임플란트,19532,1
58557,s,"네, 임플란트 이벤트 오늘부터 합니다.",병원,19532,a,m,행사_날짜_질문,,,,,,,,,임플란트,19532,2
58558,c,리프팅 패키지 이벤트 다음 달에도 진행되는 거 맞아요?,병원,1991,q,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,1991,1
58559,s,"네, 다음 달에도 리프팅 패키지 이벤트 진행되는 거 맞아요.",병원,1991,a,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,1991,2
58560,c,잇몸성형 행사는 며칠부터 합니까?,병원,24062,q,m,행사_날짜_질문,,,,,,,,,잇몸성형,24062,1
58561,s,잇몸성형 행사는 1일부터 시작합니다.,병원,24062,a,m,행사_날짜_질문,,,,,,,,1일,잇몸성형,24062,2
58562,c,애완동물 건강검진 이벤트를 보고 왔는데 오늘 혜택 받아 보는 거 가능하죠?,병원,35280,q,m,행사_날짜_질문,,,,,,,,,,35280,1
58563,s,"네, 오늘도 애완동물 건강검진 이벤트의 혜택 받아 보시는 거 가능합니다.",병원,35280,a,m,행사_날짜_질문,,,,,,,,,,35280,2
58564,c,내일까지 화이트닝 패키지 이벤트 진행되는 거 맞잖아요?,병원,12936,q,m,행사_날짜_질문,,,,,,,,,화이트닝 패키지,12936,1
58565,s,"네, 내일까지 화이트닝 패키지 이벤트가 진행되는 거 맞아요.",병원,12936,a,m,행사_날짜_질문,,,,,,,,,화이트닝 패키지,12936,2
58566,c,임플란트 지금 하면 할인 적용해 주시나요?,병원,58017,q,m,행사_날짜_질문,,,,,,,,,임플란트,58017,1
58567,s,"네, 지금 할인 행사기간이어서 할인 적용해 드립니다.",병원,58017,a,m,행사_날짜_질문,,,,,,,,,,58017,2
58568,c,슈링크 할인 행사 언제까지 하는 걸까요?,병원,17900,q,m,행사_날짜_질문,,,,,,,,,슈링크,17900,1
58569,s,이번달까지 행사 들어갑니다.,병원,17900,a,m,행사_날짜_질문,,,,,,,,,,17900,2
58570,c,치과 진료 할인 이벤트 언제 시작한거죠?,병원,27684,q,m,행사_날짜_질문,,,,,,,,,,27684,1
58571,s,네 어제 시작한 이벤트입니다.,병원,27684,a,m,행사_날짜_질문,,,,,,,,,,27684,2
58572,c,수능 다음날부터 수험생 대상 체형교정 이벤트가 열리는 게 맞나요?,병원,2737,q,m,행사_날짜_질문,,,,,,,,,체형교정,2737,1
58573,s,"네, 수능 다음날부터 수험생 대상 체형교정 이벤트를 엽니다.",병원,2737,a,m,행사_날짜_질문,,,,,,,,,체형교정,2737,2
58574,c,잇몸성형 행사를 12월 한 달 동안 진행하나요?,병원,24065,q,m,행사_날짜_질문,,,,,,,,12월,잇몸성형,24065,1
58575,s,"네, 잇몸성형 행사를 12월 한 달 동안 진행합니다.",병원,24065,a,m,행사_날짜_질문,,,,,,,,12월,잇몸성형,24065,2
58576,c,화이트닝 패키지 이벤트 적용은 언제까진가요?,병원,48708,q,m,행사_날짜_질문,,,,,,,,,화이트닝 패키지,48708,1
58577,s,문의주신 화이트닝 패키지 이벤트는 오늘까지 적용됩니다.,병원,48708,a,m,행사_날짜_질문,,,,,,,,,화이트닝 패키지,48708,2
58578,c,건강검진 이벤트 언제부터 언제까지인가요?,병원,6025,q,m,행사_날짜_질문,,,,,,,,,건강검진,6025,1
58579,s,내일부터 일주일동안 진행됩니다.,병원,6025,a,m,행사_날짜_질문,,,,,,,,,,6025,2
58580,c,"웬만하면 라섹을 할인할 때 하려는데, 할인 행사는 언제부터인가요?",병원,20170,q,m,행사_날짜_질문,,,,,,,,,라섹,20170,1
58581,s,지금 예정된 건 2월에 시작하는 걸로 되어있습니다.,병원,20170,a,m,행사_날짜_질문,,,,,,,,2월,,20170,2
58582,c,라식 이벤트 다음 주에 시작인가요?,병원,16970,q,m,행사_날짜_질문,,,,,,,,,라식,16970,1
58583,s,다음 주에 시작해요.,병원,16970,a,m,행사_날짜_질문,,,,,,,,,,16970,2
58584,c,소띠 고객 MRI 할인 이벤트는 언제부터 시작한 거죠?,병원,2714,q,m,행사_날짜_질문,,,,,,,,,MRI,2714,1
58585,s,소띠 고객 MRI 할인 이벤트는 12월 1일부터 시작했습니다.,병원,2714,a,m,행사_날짜_질문,,,,,,,,12월 1일,MRI,2714,2
58586,c,지금 치아교정 겨울방학 이벤트 하는 겁니까?,병원,10484,q,m,행사_날짜_질문,,,,,,,,,치아교정,10484,1
58587,s,"아니요, 지금 치아교정 겨울방학 이벤트 진행 안 해요.",병원,10484,a,m,행사_날짜_질문,,,,,,,,,치아교정,10484,2
58588,c,피부관리 체험 이벤트는 이제 더 안 하시는 건가요?,병원,7559,q,m,행사_날짜_질문,,,,,,,,,피부관리,7559,1
58589,s,"네, 체험 행사는 지난달에 종료됐어요.",병원,7559,a,m,행사_날짜_질문,,,,,,,,,,7559,2
58590,c,이번 주까지만 위내시경 수면비 할인 이벤트는 진행하는 거 맞죠?,병원,36518,q,m,행사_날짜_질문,,,,,,,,,위내시경,36518,1
58591,s,"네, 이번 주까지만 위내시경 수면비 할인 이벤트 진행합니다.",병원,36518,a,m,행사_날짜_질문,,,,,,,,,위내시경,36518,2
58592,c,리프팅 패키지 이벤트 다음 달에도 계속 하나요?,병원,30855,q,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,30855,1
58593,s,"아니요, 다음 달에는 이벤트 안 합니다.",병원,30855,a,m,행사_날짜_질문,,,,,,,,,,30855,2
58594,c,6월부터 피부 건강 이벤트 했나요?,병원,46221,q,m,행사_날짜_질문,,,,,,,,6월,,46221,1
58595,s,"네, 6월 중에 피부 건강 이벤트 시작했습니다.",병원,46221,a,m,행사_날짜_질문,,,,,,,,6월,,46221,2
58596,c,쌍꺼풀 수술 할인 이벤트 얼마나 오래 하는지 기간 좀 확인 부탁드립니다.,병원,44376,q,m,행사_날짜_질문,,,,,,,,,쌍꺼풀 수술,44376,1
58597,s,"네, 해당 이벤트 기간은 2월 16일부터 2월 28일까지 진행합니다.",병원,44376,a,m,행사_날짜_질문,,,,,,,,,,44376,2
58598,c,치과 진료 할인 이벤트 끝나는 시기가 언제인가요?,병원,27682,q,m,행사_날짜_질문,,,,,,,,,,27682,1
58599,s,네 이번 주 까지 하고 끝나요.,병원,27682,a,m,행사_날짜_질문,,,,,,,,,,27682,2
58600,c,치아교정 할인 이벤트 언제까지 하나요?,병원,10382,q,m,행사_날짜_질문,,,,,,,,,치아교정,10382,1
58601,s,치아교정 할인 이벤트 이번 주까지 합니다.,병원,10382,a,m,행사_날짜_질문,,,,,,,,,치아교정,10382,2
58602,c,지금 치아교정 겨울방학 이벤트 하죠?,병원,10480,q,m,행사_날짜_질문,,,,,,,,,치아교정,10480,1
58603,s,"네, 지금 치아교정 겨울방학 이벤트 진행합니다.",병원,10480,a,m,행사_날짜_질문,,,,,,,,,치아교정,10480,2
58604,c,치과 진료 할인 이벤트 언제까지 진행하는 건가요?,병원,42621,q,m,행사_날짜_질문,,,,,,,,,,42621,1
58605,s,이번 주에 진행하는 이벤트입니다.,병원,42621,a,m,행사_날짜_질문,,,,,,,,,,42621,2
58606,c,라식 수험생 할인 행사는 언제까지 하는 건가요?,병원,1117,q,m,행사_날짜_질문,,,,,,,,,라식,1117,1
58607,s,3월까지는 계속 해요.,병원,1117,a,m,행사_날짜_질문,,,,,,,,3월,,1117,2
58608,c,실 리프팅 할인 행사 언제까지 하는지 말해주세요.,병원,44387,q,m,행사_날짜_질문,,,,,,,,,실 리프팅,44387,1
58609,s,"네, 해당 행사는 7월 27일까지 합니다.",병원,44387,a,m,행사_날짜_질문,,,,,,,,7월 27일,,44387,2
58610,c,혹시 바디 보톡스 할인 이벤트 이번달 내내 하나요?,병원,48337,q,m,행사_날짜_질문,,,,,,,,,바디 보톡스,48337,1
58611,s,"아뇨, 바디 보톡스 할인 이벤트는 다음 주까지만 해요.",병원,48337,a,m,행사_날짜_질문,,,,,,,,,바디 보톡스,48337,2
58612,c,치아미백 이벤트 다음 달에도 하는 거 맞죠?,병원,33975,q,m,행사_날짜_질문,,,,,,,,,치아미백,33975,1
58613,s,죄송합니다만 치아미백 이벤트는 다음 달 계획이 없습니다.,병원,33975,a,m,행사_날짜_질문,,,,,,,,,치아미백,33975,2
58614,c,잇몸성형 행사는 언제 끝나나요?,병원,24063,q,m,행사_날짜_질문,,,,,,,,,잇몸성형,24063,1
58615,s,잇몸성형 행사는 30일에 끝납니다.,병원,24063,a,m,행사_날짜_질문,,,,,,,,30일,잇몸성형,24063,2
58616,c,슈링크 할인 행사 언제까지 지속하실 계획인가요?,병원,56392,q,m,행사_날짜_질문,,,,,,,,,슈링크,56392,1
58617,s,이번 달까지 행사 들어가도록 할 계획입니다.,병원,56392,a,m,행사_날짜_질문,,,,,,,,,,56392,2
58618,c,광견병 주사 할인 행사는 언제 끝나는거예요?,병원,19883,q,m,행사_날짜_질문,,,,,,,,,광견병 주사,19883,1
58619,s,네 다음 주 중에 끝나요.,병원,19883,a,m,행사_날짜_질문,,,,,,,,,,19883,2
58620,c,바디 보톡스 할인 이벤트는 언제까지 하는 건가요?,병원,12550,q,m,행사_날짜_질문,,,,,,,,,바디 보톡스,12550,1
58621,s,바디 보톡스 할인 이벤트는 오늘 끝납니다.,병원,12550,a,m,행사_날짜_질문,,,,,,,,,바디 보톡스,12550,2
58622,c,15일에 리프팅 이벤트는 끝나는 거예요?,병원,51766,q,m,행사_날짜_질문,,,,,,,,15일,리프팅,51766,1
58623,s,"네, 15일에 종료되는 거예요.",병원,51766,a,m,행사_날짜_질문,,,,,,,,15일,,51766,2
58624,c,바디 보톡스 할인 이벤트는 언제까지 하는지 알 수 있을까요?,병원,12548,q,m,행사_날짜_질문,,,,,,,,,바디 보톡스,12548,1
58625,s,바디 보톡스 할인 이벤트는 오늘까지만 진행합니다.,병원,12548,a,m,행사_날짜_질문,,,,,,,,,바디 보톡스,12548,2
58626,c,고등학생은 여드름패키지 할인된다던데 행사 언제까지 하는 건가요?,병원,41455,q,m,행사_날짜_질문,,,,,,,,,여드름패키지,41455,1
58627,s,1월 31일까지 진행하는 행사입니다.,병원,41455,a,m,행사_날짜_질문,,,,,,,,1월 31일,,41455,2
58628,c,리프팅 패키지 이벤트 다음 달에도 하는 거 맞죠?,병원,1976,q,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,1976,1
58629,s,"네, 다음 달에도 하는 거 맞습니다.",병원,1976,a,m,행사_날짜_질문,,,,,,,,,,1976,2
58630,c,15일에 리프팅 이벤트는 종료되는 거예요?,병원,51772,q,m,행사_날짜_질문,,,,,,,,15일,리프팅,51772,1
58631,s,"네, 15일에 완료되는 거예요.",병원,51772,a,m,행사_날짜_질문,,,,,,,,15일,,51772,2
58632,c,mri 검사 연말 할인 이벤트 언제까지 진행하는지 알려주실 수 있죠?,병원,43221,q,m,행사_날짜_질문,,,,,,,,,mri 검사,43221,1
58633,s,"네, mri 검사 연말 할인 이벤트는 31일까지만 진행할 예정입니다.",병원,43221,a,m,행사_날짜_질문,,,,,,,,31일,mri 검사,43221,2
58634,c,언제까지 평일 제모 할인 이벤트해요?,병원,55089,q,m,행사_날짜_질문,,,,,,,,,제모,55089,1
58635,s,다음 달까지 평일 제모 할인 이벤트 진행합니다.,병원,55089,a,m,행사_날짜_질문,,,,,,,,,제모,55089,2
58636,c,고등학생은 여드름패키지 할인된다던데 행사 언제까지 하시나요?,병원,26482,q,m,행사_날짜_질문,,,,,,,,,여드름패키지,26482,1
58637,s,행사는 1월 31일까지 진행합니다.,병원,26482,a,m,행사_날짜_질문,,,,,,,,1월 31일,,26482,2
58638,c,언제까지 위내시경 수면비 할인 이벤트 하나요?,병원,36511,q,m,행사_날짜_질문,,,,,,,,,위내시경,36511,1
58639,s,이번 달 말까지 위내시경 수면비 할인 이벤트합니다.,병원,36511,a,m,행사_날짜_질문,,,,,,,,,위내시경,36511,2
58640,c,언제 건강검진 이벤트 끝나요?,병원,33478,q,m,행사_날짜_질문,,,,,,,,,,33478,1
58641,s,이번주 금요일에 종료돼요.,병원,33478,a,m,행사_날짜_질문,,,,,,,,금요일,,33478,2
58642,c,이 리프팅 패키지 이벤트 다음 달에도 계속 하는 거 맞죠?,병원,30859,q,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,30859,1
58643,s,다음 달에도 계속 하는 거 맞습니다.,병원,30859,a,m,행사_날짜_질문,,,,,,,,,,30859,2
58644,c,혹시 이벤트 기간 맞나요? 치아교정 받으려고 하는데요.,병원,34061,q,m,행사_날짜_질문,,,,,,,,,치아교정,34061,1
58645,s,"네, 지금 치아교정 받으실 경우 이벤트가로 가능하십니다.",병원,34061,a,m,행사_날짜_질문,,,,,,,,,치아교정,34061,2
58646,c,이번 달 며칠까지 리프팅 패키지 이벤트를 진행할까요?,병원,30847,q,m,행사_날짜_질문,,,,,,,,,리프팅 패키지,30847,1
58647,s,리프팅 패키지 이벤트는 이번 달 31일까지 진행해요.,병원,30847,a,m,행사_날짜_질문,,,,,,,,31일,리프팅 패키지,30847,2
